timestamp,BTC_BB_lower,BTC_BB_middle,BTC_BB_upper,BTC_VWMA,BTC_ask_volume,BTC_ask_vwap,BTC_bid_percentage,BTC_bid_volume,BTC_bid_vwap,BTC_close,BTC_high,BTC_low,BTC_open,BTC_stoch_D,BTC_stoch_K,BTC_volume,BTC_volume_MA,BTC_volume_spike,ETH_BB_lower,ETH_BB_middle,ETH_BB_upper,ETH_VWMA,ETH_ask_volume,ETH_ask_vwap,ETH_bid_percentage,ETH_bid_volume,ETH_bid_vwap,ETH_close,ETH_high,ETH_low,ETH_open,ETH_stoch_D,ETH_stoch_K,ETH_volume,ETH_volume_MA,ETH_volume_spike,XRP_BB_lower,XRP_BB_middle,XRP_BB_upper,XRP_VWMA,XRP_ask_volume,XRP_ask_vwap,XRP_bid_percentage,XRP_bid_volume,XRP_bid_vwap,XRP_close,XRP_high,XRP_low,XRP_open,XRP_stoch_D,XRP_stoch_K,XRP_volume,XRP_volume_MA,XRP_volume_spike,exchange
2024-10-28 21:00:00,,,,,,,,,,69741.48,69798.32,69406.3,69485.03,,,1.63636,,False,,,,,,,,,,2538.72,2544.68,2513.19,2513.19,,,14.9441,,False,,,,,,,,,,0.5192,0.5192,0.5164,0.5182,,,9820.0,,False,Binance US
2024-10-28 22:00:00,,,,,,,,,,69748.91,70000.0,69621.04,69773.89,,,3.7952,,False,,,,,,,,,,2566.04,2585.84,2541.21,2541.21,,,24.4695,,False,,,,,,,,,,0.5191,0.5212,0.5186,0.519,,,21613.0,,False,Binance US
2024-10-28 23:00:00,,,,,,,,,,69903.53,69903.53,69623.4,69783.84,,,2.85149,,False,,,,,,,,,,2563.5,2571.79,2561.5,2567.78,,,8.86,,False,,,,,,,,,,0.5198,0.5209,0.5188,0.5198,,,4320.0,,False,Binance US
2024-10-29 00:00:00,,,,,,,,,,69872.04,69903.53,69647.61,69721.94,,91.7277581681596,0.8743,,False,,,,,,,,,,2576.01,2581.88,2556.44,2567.46,,89.76148317883563,11.8216,,False,,,,,,,,,,0.5199,0.5199,0.5188,0.5189,,85.86956521739162,102.0,,False,Binance US
2024-10-29 01:00:00,,,,,,,,,,70000.0,70000.0,69641.89,69872.04,,100.0,3.67375,,False,,,,,,,,,,2580.32,2593.46,2573.27,2576.01,,87.3202740519156,16.1452,,False,,,,,,,,,,0.5209,0.5209,0.5194,0.5198,,96.73913043478296,6742.0,,False,Binance US
2024-10-29 02:00:00,,,,,,,,,,71266.48,71321.1,69940.01,70000.0,96.60775618859793,98.09551039763421,15.01301,,False,,,,,,,,,,2613.14,2621.53,2575.04,2580.26,90.2370727089089,93.62946089597547,41.1327,,False,,,,,,,,,,0.5238,0.5253,0.5209,0.521,90.44350005448439,88.72180451127858,7898.0,,False,Binance US
2024-10-29 03:00:00,,,,,,,,,,71002.56,71266.35,70595.8,71229.73,95.66288697657315,88.89315053208526,1.08521,,False,,,,,,,,,,2602.87,2621.43,2602.87,2613.02,88.9270566758725,85.83143507972645,10.3465,,False,,,,,,,,,,0.5234,0.5247,0.5234,0.5235,90.39174022011571,85.7142857142856,1260.0,,False,Binance US
2024-10-29 04:00:00,,,,,,,,,,70965.19,71001.22,70847.25,71001.22,91.52626489444275,87.59013375360874,0.91996,,False,,,,,,,,,,2616.37,2618.79,2602.89,2606.95,91.84763351050344,96.08200455580842,6.3506,,False,,,,,,,,,,0.5236,0.5242,0.523,0.5236,87.21804511278195,87.21804511278167,2893.0,,False,Binance US
2024-10-29 05:00:00,,,,,,,,,,70973.19,71000.0,70668.3,70885.31,88.08629583145802,87.77560320868002,0.5687,,False,,,,,,,,,,2623.08,2623.27,2612.31,2618.16,93.92368451480257,99.85761390887285,5.9367,,False,,,,,,,,,,0.523,0.5236,0.523,0.5236,85.21303258145356,82.70676691729344,5555.0,,False,Binance US
2024-10-29 06:00:00,67930.9309854211,69723.7105,71516.4900145789,69979.27467989668,,,,,,71002.3,71322.88,70863.5,70863.51,87.99462956632108,88.61815173667448,4.77387,3.2147354999999997,False,2462.816501695757,2551.5675,2640.3184983042433,2558.501010386047,,,,,,2616.92,2622.44,2611.86,2614.34,97.06030847303926,95.24130695443652,17.9815,13.168629999999999,False,0.5127655843173506,0.51929,0.5258144156826494,0.5171034142251619,,,,,,0.5234,0.524,0.523,0.5234,85.21303258145356,85.7142857142856,588.0,9661.05,False,Binance US
2024-10-29 07:00:00,68040.82189750786,69838.248,71635.67410249215,70063.32136390911,,,,,,70943.65,71202.89,70796.28,71062.88,87.33113924964827,85.59966280359035,1.69416,3.1607495,False,2463.9503776510714,2555.9395,2647.9286223489285,2560.682532151112,,,,,,2613.37,2618.07,2609.23,2617.79,95.87423627024975,92.5237879474399,9.8594,13.582345,False,0.5123954459202413,0.519595,0.5267945540797587,0.5172028437656304,,,,,,0.5261,0.5277,0.5242,0.5242,85.89426586600746,89.26174496644333,2823.0,9696.65,False,Binance US
2024-10-29 08:00:00,68119.28441307093,69943.79049999999,71768.29658692905,70180.8190448918,,,,,,71056.8,71185.51,70894.3,70959.38,87.51518004668124,88.32772559977889,0.24753,2.8811605,False,2465.4097381831743,2560.823,2656.2362618168254,2562.430380207545,,,,,,2622.82,2627.76,2612.84,2612.96,94.66489272386873,96.22958326972977,4.5689,13.544050000000002,False,0.5122187281769432,0.519795,0.5273712718230568,0.5172007193241555,,,,,,0.525,0.525,0.5239,0.5249,84.68193270752994,79.0697674418609,162.0,9682.7,False,Binance US
2024-10-29 09:00:00,68234.86472478801,70066.577,71898.289275212,70256.25591531259,,,,,,71258.53,71322.6,71058.17,71058.17,90.23089325111694,96.76529134998161,0.69817,2.790604,False,2469.54740470705,2566.0109999999995,2662.474595292949,2567.1317529720814,,,,,,2619.91,2627.38,2619.91,2623.25,94.11314950368865,93.58607729389628,5.8253,12.887854999999998,False,0.5122986187127962,0.52008,0.5278613812872037,0.5172282052504702,,,,,,0.5241,0.5241,0.523,0.5238,78.82436844288624,68.14159292035448,1943.0,9437.25,False,Binance US
2024-10-29 10:00:00,68357.35607775336,70172.5895,71987.82292224665,70290.28397273108,,,,,,71112.39,71258.53,71039.23,71258.53,91.37014446315338,89.01741643969962,1.21423,2.8166140000000004,False,2471.8543555833835,2571.2830000000004,2670.711644416617,2571.0215865467717,,,,,,2634.45,2636.31,2619.17,2622.3,96.10164643868752,98.48927875243653,11.694,13.162045,False,0.5125744917309326,0.5204199999999999,0.5282655082690672,0.5177405105747699,,,,,,0.524,0.5241,0.5234,0.5241,71.48933251011918,67.25663716814219,15190.0,10047.5,False,Binance US
2024-10-29 11:00:00,68579.39073380815,70311.2445,72043.09826619185,70396.18615008834,,,,,,71375.17,71510.06,71061.63,71156.86,92.88065604896785,92.85926035722231,0.92871,2.7221300000000004,False,2480.357134737853,2577.7225,2675.087865262147,2575.847428292468,,,,,,2631.41,2632.64,2624.54,2630.23,95.64096165442076,94.84752891692945,12.2992,13.37621,False,0.5133787258685759,0.52098,0.5285812741314241,0.517767512048945,,,,,,0.5255,0.5262,0.5242,0.5242,70.40746863755759,75.82417582417604,260.0,10011.25,False,Binance US
2024-10-29 12:00:00,68847.54133010187,70426.3435,72005.14566989813,70436.36024241504,,,,,,70997.01,71375.26,70997.01,71375.25,84.89437260302695,72.80644101215896,0.42806,2.687622,False,2489.8974483666993,2583.2174999999997,2676.5375516333,2581.969525718631,,,,,,2618.75,2632.03,2617.97,2631.43,90.45036028776872,78.01427319394018,15.4109,13.4144,False,0.5142636314893324,0.521435,0.5286063685106676,0.5210062916310649,,,,,,0.5241,0.5251,0.5234,0.5251,67.54379159669044,59.5505617977531,10947.0,5442.15,True,Binance US
2024-10-29 13:00:00,69074.5556774438,70552.059,72029.56232255619,70519.01030113058,,,,,,71453.91,71689.06,70805.43,71099.98,84.72637085543407,88.5134111969209,3.25699,2.8062245,False,2502.3899358227527,2589.6929999999998,2676.996064177247,2586.814765842138,,,,,,2631.28,2635.04,2612.35,2618.72,88.85468943113887,93.70226618254695,9.3116,13.35915,False,0.5157623289917947,0.5220149999999999,0.528267671008205,0.5211539851241817,,,,,,0.525,0.525,0.5238,0.5241,68.34588632341476,69.66292134831514,706.0,5391.3,False,Binance US
2024-10-29 14:00:00,69268.29852967888,70672.9585,72077.6184703211,70589.73479824778,,,,,,71615.29,71776.67,71281.74,71695.32,84.58676367883326,92.44043882741994,1.88396,2.8272675,False,2516.2687751775698,2595.6065000000003,2674.944224822431,2593.6425552025134,,,,,,2625.13,2640.9,2614.92,2635.03,82.79949508616407,76.68194588200508,16.7316,13.44821,False,0.5171539876876543,0.522585,0.5280160123123456,0.5216819246548362,,,,,,0.526,0.5279,0.5253,0.5258,68.9535139898659,77.64705882352942,2667.0,5204.05,False,Binance US
2024-10-29 15:00:00,69372.87688359975,70794.8115,72216.74611640025,71064.02252279148,,,,,,72000.0,72000.0,71249.6,71615.4,93.65128334144696,100.0,11.65648,2.8801885,True,2533.126308928205,2602.2830000000004,2671.4396910717956,2602.5838026091315,,,,,,2638.82,2646.15,2620.31,2625.69,86.69207950082175,89.69202643791321,33.7819,14.530509999999998,True,0.5178617911201084,0.52299,0.5281182088798915,0.5220162011173185,,,,,,0.5259,0.5259,0.5237,0.5242,72.912850533472,71.42857142857143,153.0,4806.15,False,Binance US
2024-10-29 16:00:00,69408.11500580746,70948.285,72488.45499419255,71252.74921206264,,,,,,72677.27,72689.88,71951.2,71951.27,97.27942169349205,99.39782625305621,7.16551,3.2182825,True,2549.298808688267,2609.8745000000004,2670.4501913117338,2614.610321597,,,,,,2664.58,2670.06,2636.89,2638.82,86.07266557610411,91.84402440839409,43.1599,16.031555,True,0.5182896368246075,0.523545,0.5288003631753926,0.5224551991737976,,,,,,0.5291,0.5296,0.5257,0.5257,80.49995755878135,92.42424242424319,6028.0,5083.5,False,Binance US
2024-10-29 17:00:00,69469.04967243782,71098.9125,72728.7753275622,71353.4373388169,,,,,,72754.03,72800.0,72468.87,72524.41,99.08044381223745,97.84350518365618,2.74392,3.2736604999999996,False,2562.211676225742,2615.547,2668.882323774258,2619.8783039373657,,,,,,2652.17,2676.82,2652.17,2662.8,82.73123332462013,66.6576491275531,14.7481,16.021755,False,0.5187012743908646,0.5240199999999999,0.5293387256091353,0.5245388222188077,,,,,,0.5287,0.5302,0.5278,0.5288,81.00649350649348,79.16666666666583,38310.0,6508.0,True,Binance US
2024-10-29 18:00:00,69575.55210258086,71253.967,72932.38189741915,71636.72225220127,,,,,,72850.0,73000.0,72400.0,72752.74,96.93608561864478,93.56692541922202,9.38198,3.5529995,True,2568.9670528608126,2620.1455,2671.3239471391876,2627.8215334277807,,,,,,2658.01,2662.72,2640.0,2657.97,76.89070431668728,72.17043941411465,34.2358,16.510070000000002,True,0.5191522472806446,0.5245599999999999,0.5299677527193553,0.5257270537174488,,,,,,0.5299,0.53,0.5284,0.529,89.14141414141426,95.83333333333378,2739.0,5564.3,False,Binance US
2024-10-29 19:00:00,69740.3627241741,71385.677,73030.99127582589,71853.63031952738,,,,,,72537.73,73272.49,72464.49,72850.0,87.24588818707518,70.32723395834734,14.40257,4.1305535,True,2579.4083816806196,2623.092,2666.7756183193806,2628.824444121663,,,,,,2622.43,2670.35,2620.83,2662.72,52.78586824742961,19.52951620062108,38.723,18.00322,True,0.5199018854452871,0.52492,0.529938114554713,0.5260147479770435,,,,,,0.527,0.5306,0.5259,0.5305,75.87719298245617,52.63157894736889,5246.0,5610.6,False,Binance US
2024-10-29 20:00:00,69978.70518294306,71506.3015,73033.89781705695,71908.44966906056,,,,,,72284.53,72559.3,71651.9,72520.18,74.66536311437379,60.10192996555204,7.30762,4.4522195,False,2587.579292298881,2625.3,2663.0207077011196,2629.936854179289,,,,,,2620.17,2626.18,2604.77,2626.18,37.69133380542084,21.37404580152679,24.2619,18.625235,False,0.520712599148623,0.52515,0.529587400851377,0.5259186366473845,,,,,,0.5245,0.527,0.5219,0.527,59.44998991732218,29.88505747126387,8035.0,6007.25,False,Binance US
2024-10-29 21:00:00,70229.2379587578,71622.943,73016.6480412422,71997.28014243823,,,,,,72332.83,72563.21,72199.9,72266.77,64.11363771048607,61.91174920755884,1.7057,4.353817,False,2596.011487152774,2627.3540000000003,2658.6965128472266,2630.948185648442,,,,,,2621.4,2630.36,2616.37,2616.37,21.32825187256424,23.081193615544855,46.1529,20.12562,True,0.5214279990263079,0.525455,0.5294820009736921,0.5262533220090987,,,,,,0.527,0.527,0.5247,0.5247,47.04577535793519,58.62068965517281,5516.0,5945.95,False,Binance US
2024-10-29 22:00:00,70237.70312841824,71691.6775,73145.65187158177,72152.33399998813,,,,,,72641.17,72799.99,72191.42,72288.27,65.47456856079903,74.4100265092862,0.41361,3.6238470000000005,False,2597.666622560625,2628.564,2659.4613774393747,2633.25214726316,,,,,,2637.34,2641.8,2620.02,2621.99,29.88665278741624,45.20471894517708,24.4887,19.29342,False,0.5215640245062896,0.5256649999999999,0.5297659754937103,0.5264447865989486,,,,,,0.528,0.5287,0.5269,0.5273,52.873563218390935,70.11494252873614,1209.0,5611.5,False,Binance US
2024-10-29 23:00:00,70296.35025104441,71775.105,73253.85974895558,72171.78151996696,,,,,,72671.11,72742.82,72376.94,72742.82,70.64846416382245,75.62361677462236,0.28167,3.58367,False,2601.6583147287047,2630.2149999999997,2658.7716852712947,2634.101389684226,,,,,,2635.89,2636.42,2629.89,2632.34,37.159380060143405,43.19222761970828,2.5496,18.903575,False,0.5218326583128337,0.525875,0.5299173416871663,0.526500900614256,,,,,,0.5276,0.5285,0.5274,0.5281,64.75095785440632,65.51724137931004,2175.0,5657.25,False,Binance US
2024-10-30 00:00:00,70397.17033937288,71840.979,73284.78766062713,72187.97806100793,,,,,,72282.67,72727.5,72149.52,72645.72,69.97073439640695,59.878559905312315,0.3796,3.5566520000000006,False,2602.098799829584,2630.3705,2658.642200170416,2632.899975761376,,,,,,2619.48,2640.72,2619.48,2634.84,36.27110802683317,20.416377515614155,41.6689,20.66949,True,0.5220497435808926,0.5259600000000001,0.5298702564191076,0.526466266297775,,,,,,0.5253,0.5283,0.5249,0.5281,58.23754789272031,39.080459770114786,10470.0,6036.1,False,Binance US
2024-10-30 01:00:00,70510.42358634966,71902.194,73293.96441365035,72197.74382132602,,,,,,72197.49,72282.45,71708.8,72282.45,63.97601463550409,56.425867226577594,6.83764,3.8700989999999997,False,2601.116268081111,2629.993,2658.869731918889,2632.0408509473014,,,,,,2615.53,2625.65,2603.99,2623.55,26.484574635020223,15.845118769738237,24.7323,21.609270000000002,False,0.5223725247547646,0.52606,0.5297474752452354,0.5265644515039877,,,,,,0.525,0.5253,0.5232,0.5249,46.743295019156996,35.632183908046166,5080.0,6012.35,False,Binance US
2024-10-30 02:00:00,70631.73091658272,71962.5365,73293.34208341729,72275.88984149425,,,,,,72209.15,72382.99,72068.01,72197.44,57.73430723208998,56.898494564380044,0.46892,3.6548515000000004,False,2602.3450719244393,2630.5745,2658.803928075561,2632.552861619502,,,,,,2628.55,2638.13,2617.31,2617.31,23.327954480581454,33.72236715639197,14.944,21.457395,False,0.5226419336740187,0.526145,0.5296480663259813,0.5265361112913166,,,,,,0.5251,0.5258,0.5244,0.525,37.16475095785444,36.78160919540237,3657.0,6165.8,False,Binance US
2024-10-30 03:00:00,70778.44150994705,72020.3795,73262.31749005294,72303.42202749867,,,,,,72100.51,72311.42,71977.24,72230.59,51.79614614459333,42.06407664282236,1.43486,3.6418864999999996,False,2604.543527154739,2632.0299999999997,2659.5164728452605,2633.1672812894726,,,,,,2642.48,2650.39,2628.17,2628.58,34.13886219048957,52.84910064533851,7.3542,21.332135,False,0.5224243138190303,0.5260450000000001,0.5296656861809699,0.5264685836654668,,,,,,0.5241,0.5258,0.5241,0.5251,32.567049808429196,25.28735632183905,3955.0,6222.4,False,Binance US
2024-10-30 04:00:00,70918.99410537601,72075.944,73232.893894624,72305.43371353969,,,,,,72168.09,72252.73,72033.56,72100.48,48.122470931742335,45.40484158802461,1.18351,3.6886854999999996,False,2605.537882119301,2632.7995,2660.0611178806994,2633.293796663653,,,,,,2638.21,2646.67,2636.28,2645.16,44.519199963385226,46.9861320884252,1.2455,21.165965,False,0.5224453783548597,0.526055,0.5296646216451404,0.5264693438050145,,,,,,0.5252,0.5253,0.5252,0.5253,33.333333333333336,37.93103448275858,113.0,6219.95,False,Binance US
2024-10-30 05:00:00,71034.70351518088,72133.4275,73232.15148481913,72316.08153410985,,,,,,72408.2,72425.69,72160.89,72183.7,44.71236899230693,46.668188746073824,0.51215,3.6793845000000003,False,2606.870397293268,2634.1800000000003,2661.4896027067325,2633.551861477979,,,,,,2647.52,2651.38,2640.89,2641.73,53.20151952034422,59.76932582726895,2.1317,20.981285,False,0.5225342995501979,0.5260849999999999,0.5296357004498019,0.5264954430379747,,,,,,0.5247,0.5252,0.5245,0.5252,31.80076628352506,32.18390804597755,784.0,6162.0,False,Binance US
2024-10-30 06:00:00,71203.78320283881,72193.332,73182.88079716118,72336.0658280903,,,,,,72310.48,72484.97,72287.39,72425.7,44.237105463470364,40.63828605631266,0.59509,3.6484275000000004,False,2606.0406413195255,2635.3579999999997,2664.675358680474,2635.4519697749247,,,,,,2658.01,2683.68,2648.94,2648.94,58.18104505501194,67.7876772493417,34.8265,22.137909999999998,False,0.5226810777444503,0.526135,0.5295889222555498,0.5268341905646325,,,,,,0.525,0.5258,0.5249,0.525,35.249042145594096,35.632183908046166,711.0,5438.05,False,Binance US
2024-10-30 07:00:00,71322.90982911437,72234.5735,73146.23717088562,72348.23040649951,,,,,,72200.0,72312.1,72107.7,72310.48,40.375830201757736,33.821015802886734,0.10834,3.6074089999999996,False,2604.9396438219574,2637.043,2669.146356178043,2635.8241032026017,,,,,,2665.11,2669.86,2654.77,2658.01,68.08473491100989,76.697201656419,3.7723,21.711565,False,0.5224312980054692,0.526045,0.5296587019945308,0.5268195903592375,,,,,,0.5237,0.5248,0.5233,0.5242,29.501915708812646,20.689655172414234,619.0,5456.0,False,Binance US
2024-10-30 08:00:00,71593.356070033,72295.566,72997.77592996701,72356.10737036988,,,,,,72216.86,72499.57,72216.86,72232.75,36.44022650187076,34.86137764641288,0.09671,3.5908415,False,2606.2937377425183,2639.2925000000005,2672.2912622574827,2636.5777696949363,,,,,,2663.74,2680.11,2663.32,2666.69,73.15430627013036,74.97803990463039,1.9337,21.037705,False,0.5220084105062734,0.525945,0.5298815894937265,0.5270385836471436,,,,,,0.5221,0.5249,0.5221,0.524,19.540229885057602,2.298850574712409,1675.0,4992.4,False,Binance US
2024-10-30 09:00:00,71762.98890449712,72343.8265,72924.66409550287,72399.08438318635,,,,,,72419.12,72527.01,72207.42,72287.15,45.16938831601639,66.82577149874956,0.40175,3.448079500000001,False,2603.5000708757075,2641.9635000000003,2680.426929124293,2637.265906231792,,,,,,2684.7,2691.52,2663.43,2663.43,81.29454241912731,92.20838569633251,4.9289,20.81857,False,0.5219519168090198,0.5259199999999999,0.5298880831909801,0.526961294243485,,,,,,0.5245,0.5252,0.522,0.5225,20.40793328825774,38.23529411764658,3698.0,5142.0,False,Binance US
2024-10-30 10:00:00,71909.39833561215,72379.0205,72848.64266438785,72420.97249892793,,,,,,72319.17,72550.65,72319.17,72527.01,52.54110963740174,55.93617976704277,0.08285,3.3580240000000003,False,2602.8966529790773,2644.9455,2686.9943470209223,2638.0144548016647,,,,,,2684.77,2694.01,2681.83,2692.0,85.64067996963142,89.73561430793136,2.0553,20.084754999999998,False,0.5217152309935245,0.5258050000000001,0.5298947690064757,0.5261091946117205,,,,,,0.5237,0.5246,0.5232,0.5243,21.969093006905997,25.373134328358997,36494.0,6833.35,True,Binance US
2024-10-30 11:00:00,71905.70695068479,72378.1925,72850.67804931522,72496.56582039176,,,,,,71983.44,72320.02,71897.16,72319.51,49.31026787321482,25.16885235385211,1.38626,2.844513,False,2603.553990578642,2645.966,2688.378009421358,2638.1497204283833,,,,,,2659.23,2680.52,2659.18,2680.52,81.10271376873224,61.364141301932875,3.6517,18.578245,False,0.5209669340450219,0.5255650000000001,0.5301630659549782,0.5260911847780868,,,,,,0.5211,0.5233,0.5209,0.5233,22.05751033670263,2.5641025641023085,499.0,6850.65,False,Binance US
2024-10-30 12:00:00,71866.83875059753,72344.7735,72822.70824940247,72460.94207443323,,,,,,72008.89,72055.34,71773.41,71982.69,36.708904828935374,29.021682365911232,1.05418,2.5389465,False,2602.086746537709,2646.8684999999996,2691.65025346229,2638.2140757641014,,,,,,2682.63,2689.7,2653.83,2659.49,79.48604013922822,87.35836480782042,26.1587,17.728185,False,0.5205825003926651,0.52519,0.529797499607335,0.5257688227078962,,,,,,0.5216,0.5219,0.5199,0.5208,15.901559584308558,19.767441860464366,5778.0,6838.15,False,Binance US
2024-10-30 13:00:00,71831.70411162997,72303.4675,72775.23088837003,72428.60544613292,,,,,,71927.91,72037.82,71440.71,71986.45,30.684063489262485,37.86165574802411,1.49608,2.4765544999999998,False,2598.585315977824,2649.2545,2699.923684022176,2646.7729789582527,,,,,,2699.89,2701.94,2673.08,2679.61,82.20986718887296,97.90709545686556,58.6304,19.9223,True,0.520610329491061,0.524945,0.529279670508939,0.5246067503660612,,,,,,0.5238,0.5238,0.5206,0.5218,22.92003861771283,46.42857142857181,2623.0,5053.8,False,Binance US
2024-10-30 14:00:00,71878.0909399452,72273.6385,72669.1860600548,72328.37227842653,,,,,,72253.42,72413.96,71905.48,71999.95,46.70147104233306,73.22107501306384,0.94403,2.0546569999999997,False,2595.1480264034094,2651.6189999999997,2708.08997359659,2648.908781708754,,,,,,2705.3,2720.9,2698.63,2699.45,90.64062087515883,86.65640236079047,20.6165,19.241335,False,0.5210000316366034,0.5246600000000001,0.5283199683633969,0.5244576578761241,,,,,,0.5242,0.5255,0.5228,0.5233,46.359123073746275,72.88135593220268,633.0,4948.5,False,Binance US
2024-10-30 15:00:00,71859.46432400814,72248.4065,72637.34867599186,72171.62263846607,,,,,,72033.09,72396.25,71574.5,72396.25,54.81772773932573,53.37045245688926,8.43446,1.7562515,True,2598.229368601724,2654.684,2711.138631398276,2654.3128997591175,,,,,,2683.73,2711.37,2672.97,2706.48,82.89388531367567,64.11815812337096,28.7264,18.741505,False,0.5209529018935328,0.52448,0.5280070981064671,0.524306362118875,,,,,,0.5234,0.5257,0.5208,0.5252,59.5439870863595,59.32203389830403,930.0,4732.7,False,Binance US
2024-10-30 16:00:00,71850.68747288188,72241.6635,72632.63952711811,72142.15670487813,,,,,,72149.67,72156.31,71807.03,72001.83,63.48841679129794,63.873722903940724,0.72114,1.4269275000000001,False,2602.137255783996,2658.1275,2714.117744216004,2658.3029387344536,,,,,,2689.04,2693.66,2674.16,2681.73,72.1389158262205,65.64218699450002,18.5577,18.456295,False,0.5208650620939757,0.524425,0.5279849379060244,0.5242858124597108,,,,,,0.5234,0.5235,0.5221,0.5226,63.841807909603574,59.32203389830403,253.0,4343.6,False,Binance US
2024-10-30 17:00:00,71795.08307633236,72218.16449999998,72641.24592366761,72113.1239810117,,,,,,71862.85,72149.1,71679.65,72104.15,51.75895393745009,38.03268645152027,1.81321,1.432303,False,2607.1261295266117,2660.591,2714.055870473388,2663.74721522992,,,,,,2670.67,2690.48,2663.66,2689.29,56.80028521182634,40.64051051760803,7.9703,16.547165,False,0.5207584581178886,0.5242000000000001,0.5276415418821117,0.524062756032043,,,,,,0.5225,0.5233,0.5216,0.5233,54.23728813559211,44.06779661016828,2032.0,4169.4,False,Binance US
2024-10-30 18:00:00,71801.48555090604,72185.7205,72569.95544909395,72103.31263207745,,,,,,71992.29,72085.69,71784.0,71784.06,50.533662480254094,49.6945780853013,0.52776,1.4380105,False,2609.7484751164907,2662.1865000000003,2714.62452488351,2665.9259800240748,,,,,,2669.25,2679.23,2663.86,2671.61,47.24275560531504,35.44556930383708,6.3219,15.638825,False,0.5210082770629754,0.523965,0.5269217229370247,0.5239990899654815,,,,,,0.5233,0.5236,0.5223,0.523,53.67231638417974,57.62711864406693,675.0,4142.7,False,Binance US
